36.0,35.0,73283.0,0.0,4.0,0.0,1931.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,11.0,0.0,11.0,1.0,0.0,0.0,4.0,3336978.0,1147.0,22.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1182.0,0.0,878.0,0.0,278.0,912.0,0.0,0.0,2.0,0.0,0.0,0.0
74.0,22.0,590055.0,2.0,6.0,0.0,844035.0,8.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4903.0,0.0,1.0,0.0,0.0,0.0,1.0,161.0,0.0,0.0,0.0,42.0,10.0,0.0,2.0,0.0,0.0,9.0,1181972.0,849515.0,49.0,19.0,2.0,18.0,0.0,1.0,10.0,0.0,9.0,59369.0,0.0,114178.0,0.0,9723.0,68.0,0.0,0.0,135.0,0.0,0.0,0.0
327.0,77.0,695706.0,5.0,27.0,0.0,331718.0,14.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,367.0,0.0,6.0,0.0,0.0,0.0,0.0,1622.0,0.0,0.0,0.0,74.0,78.0,1.0,8.0,0.0,0.0,26.0,1036474.0,828087.0,75.0,15.0,0.0,25.0,0.0,4.0,16.0,0.0,8.0,371051.0,0.0,189510.0,0.0,98449.0,145.0,0.0,6.0,10.0,0.0,0.0,0.0
98.0,30.0,272984.0,2.0,19.0,0.0,1303246.0,12.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3002.0,0.0,0.0,1.0,1.0,0.0,1.0,2559.0,0.0,0.0,0.0,49.0,4.0,1.0,12.0,0.0,0.0,13.0,1299438.0,405037.0,29.0,18.0,5.0,13.0,0.0,3.0,11.0,0.0,5.0,107039.0,0.0,231189.0,0.0,31495.0,867.0,0.0,2.0,19.0,0.0,1.0,0.0
260.0,10.0,79335.0,0.0,9.0,0.0,165295.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,23.0,0.0,1.0,1.0,0.0,0.0,6.0,3162582.0,276871.0,30.0,15.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,106585.0,0.0,55.0,0.0,92.0,44.0,0.0,1.0,2.0,0.0,0.0,0.0
20.0,24.0,1212055.0,3.0,3.0,0.0,211871.0,8.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0,0.0,0.0,0.0,15.0,0.0,3.0,1.0,0.0,0.0,7.0,2343531.0,92786.0,22.0,5.0,4.0,5.0,0.0,0.0,8.0,0.0,5.0,200280.0,0.0,5849.0,0.0,877.0,21.0,0.0,0.0,5.0,0.0,0.0,0.0
33.0,31.0,1159095.0,0.0,7.0,0.0,3658.0,6.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,22.0,2.0,0.0,1.0,0.0,0.0,7.0,3030052.0,33013.0,20.0,17.0,1.0,3.0,0.0,0.0,6.0,0.0,11.0,69189.0,0.0,201.0,0.0,43.0,33.0,0.0,2.0,6.0,0.0,1.0,0.0
248.0,38.0,433745.0,0.0,16.0,0.0,1337488.0,15.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,22370.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,42.0,311.0,1.0,9.0,0.0,0.0,9.0,1532068.0,379703.0,25.0,11.0,3.0,13.0,0.0,3.0,56.0,0.0,0.0,62976.0,1.0,138489.0,0.0,112701.0,240.0,0.0,9.0,124.0,0.0,1.0,0.0
70.0,1.0,181014.0,0.0,0.0,0.0,107155.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2408.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,0.0,0.0,0.0,1.0,6.0,1.0,16.0,0.0,0.0,0.0,233054.0,125966.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,60382.0,0.0,12612.0,0.0,2204.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,1.0,190367.0,0.0,0.0,0.0,104047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2058.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,283309.0,91695.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,64975.0,0.0,16439.0,0.0,1865.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3792.0,0.0,0.0,0.0,5761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6490.0,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33040.0,0.0,57.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7807.0,0.0,0.0,0.0,1155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10692.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23326.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,7945.0,0.0,0.0,0.0,6463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12393.0,14568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5766.0,0.0,448.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6182.0,0.0,0.0,0.0,12100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11270.0,12181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22094.0,0.0,44.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,2875.0,0.0,1.0,0.0,4874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4765.0,1649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29012.0,0.0,49.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4741.0,0.0,0.0,0.0,9383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8667.0,11647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15858.0,0.0,47.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,3944.0,0.0,0.0,0.0,5846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5944.0,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29914.0,0.0,40.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,9158.0,0.0,0.0,0.0,14917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18936.0,13127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15022.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,11679.0,0.0,0.0,0.0,2076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16287.0,10906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9834.0,0.0,182.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3611.0,0.0,0.0,0.0,6296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4227.0,5838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19247.0,0.0,78.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
