# Constructed from biom file
# OTU ID	SSU_rRNA	taxonomy	taxid
100053	3166.0	sk__Eukaryota	2759
167998	3.0	sk__Eukaryota;k__;p__;c__;o__Pirsoniales	2587759
5929	5.0	sk__Eukaryota;k__;p__;c__;o__Rigifilida	1237875
210578	1.0	sk__Eukaryota;k__;p__;c__;o__Rotosphaerida	2686024
101696	3.0	sk__Eukaryota;k__;p__;c__;o__Rotosphaerida;f__Nucleariidae	154966
27737	1.0	sk__Eukaryota;k__;p__;c__;o__Rotosphaerida;f__Nucleariidae;g__Nuclearia	154967
221576	5.0	sk__Eukaryota;k__;p__;c__;o__Telonemida	589438
137496	674.0	sk__Eukaryota;k__;p__;c__;o__Telonemida;f__;g__Telonema	232264
203864	13.0	sk__Eukaryota;k__;p__;c__Aphelidea	1498967
15207	1.0	sk__Eukaryota;k__;p__;c__Aphelidea;o__;f__Aphelidiaceae;g__Paraphelidium	1886674
49577	399.0	sk__Eukaryota;k__;p__;c__Bigyra	2683628
52583	29.0	sk__Eukaryota;k__;p__;c__Bigyra;o__Amphifilida	2699529
125725	74.0	sk__Eukaryota;k__;p__;c__Bigyra;o__Amphifilida;f__;g__Sorodiplophrys	1804150
52568	2.0	sk__Eukaryota;k__;p__;c__Bigyra;o__Amphitremida;f__Amphitraemidae	1287649
129336	20.0	sk__Eukaryota;k__;p__;c__Bigyra;o__Bicosoecida	33651
236695	4.0	sk__Eukaryota;k__;p__;c__Bigyra;o__Bicosoecida;f__Bicosoecidae;g__Bicosoeca	272143
118822	1.0	sk__Eukaryota;k__;p__;c__Bigyra;o__Bicosoecida;f__Cafeteriaceae	238884
97922	4.0	sk__Eukaryota;k__;p__;c__Bigyra;o__Thraustochytrida	2699528
169312	23.0	sk__Eukaryota;k__;p__;c__Bolidophyceae	91989
178431	1.0	sk__Eukaryota;k__;p__;c__Bolidophyceae;o__Parmales	722750
60183	27.0	sk__Eukaryota;k__;p__;c__Bolidophyceae;o__Parmales;f__Triparmaceae	722751
33947	963.0	sk__Eukaryota;k__;p__;c__Bolidophyceae;o__Parmales;f__Triparmaceae;g__Bolidomonas	91990
155181	42.0	sk__Eukaryota;k__;p__;c__Bolidophyceae;o__Parmales;f__Triparmaceae;g__Triparma	722752
157930	18.0	sk__Eukaryota;k__;p__;c__Choanoflagellata	28009
151755	5.0	sk__Eukaryota;k__;p__;c__Choanoflagellata;o__;f__;g__;s__Choanoflagellida_sp._SL117#1	429456
87705	4.0	sk__Eukaryota;k__;p__;c__Choanoflagellata;o__Acanthoecida	1924739
58910	56.0	sk__Eukaryota;k__;p__;c__Choanoflagellata;o__Acanthoecida;f__Acanthoecidae	28010
228575	1.0	sk__Eukaryota;k__;p__;c__Choanoflagellata;o__Acanthoecida;f__Acanthoecidae;g__Pleurasiga	1864613
106316	5.0	sk__Eukaryota;k__;p__;c__Choanoflagellata;o__Acanthoecida;f__Stephanoecidae	1158810
