# Constructed from biom file
# OTU ID	SSU_rRNA	taxonomy	taxid
100053	62.0	sk__Eukaryota	2759
221576	2.0	sk__Eukaryota;k__;p__;c__;o__Telonemida	589438
137496	62.0	sk__Eukaryota;k__;p__;c__;o__Telonemida;f__;g__Telonema	232264
49577	3.0	sk__Eukaryota;k__;p__;c__Bigyra	2683628
52583	1.0	sk__Eukaryota;k__;p__;c__Bigyra;o__Amphifilida	2699529
129336	4.0	sk__Eukaryota;k__;p__;c__Bigyra;o__Bicosoecida	33651
182567	1.0	sk__Eukaryota;k__;p__;c__Bigyra;o__Labyrinthulida;f__Labyrinthulaceae;g__Labyrinthula	35133
39933	2.0	sk__Eukaryota;k__;p__;c__Bigyra;o__Oblongichytrida	2699530
169312	11.0	sk__Eukaryota;k__;p__;c__Bolidophyceae	91989
178431	9.0	sk__Eukaryota;k__;p__;c__Bolidophyceae;o__Parmales	722750
60183	29.0	sk__Eukaryota;k__;p__;c__Bolidophyceae;o__Parmales;f__Triparmaceae	722751
33947	99.0	sk__Eukaryota;k__;p__;c__Bolidophyceae;o__Parmales;f__Triparmaceae;g__Bolidomonas	91990
157930	15.0	sk__Eukaryota;k__;p__;c__Choanoflagellata	28009
87705	2.0	sk__Eukaryota;k__;p__;c__Choanoflagellata;o__Acanthoecida	1924739
208226	2.0	sk__Eukaryota;k__;p__;c__Choanoflagellata;o__Craspedida	1924738
195389	2.0	sk__Eukaryota;k__;p__;c__Choanoflagellata;o__Craspedida;f__Salpingoecidae	81529
177097	5.0	sk__Eukaryota;k__;p__;c__Chrysophyceae	2825
85114	150.0	sk__Eukaryota;k__;p__;c__Cryptophyceae	3027
191879	1.0	sk__Eukaryota;k__;p__;c__Cryptophyceae;o__Kathablepharidacea;f__Katablepharidaceae	339961
167226	1.0	sk__Eukaryota;k__;p__;c__Cryptophyceae;o__Pyrenomonadales	589342
32103	3.0	sk__Eukaryota;k__;p__;c__Cryptophyceae;o__Pyrenomonadales;f__Geminigeraceae	589343
52322	15.0	sk__Eukaryota;k__;p__;c__Cryptophyceae;o__Pyrenomonadales;f__Geminigeraceae;g__Teleaulax	77930
24030	1.0	sk__Eukaryota;k__;p__;c__Cryptophyceae;o__Pyrenomonadales;f__Pyrenomonadaceae	589344
12399	3.0	sk__Eukaryota;k__;p__;c__Dictyochophyceae	39119
58230	7.0	sk__Eukaryota;k__;p__;c__Dictyochophyceae;o__Dictyochales	35685
69447	8.0	sk__Eukaryota;k__;p__;c__Dictyochophyceae;o__Pedinellales	35680
71908	2559.0	sk__Eukaryota;k__;p__;c__Dinophyceae	2864
141961	6.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Blastodiniales;f__;g__Haplozoon	160616
3974	3.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Coccidiniales;f__Chytriodiniaceae	650049
148052	1.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Coccidiniales;f__Chytriodiniaceae;g__Chytriodinium	650051
66460	11.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Gymnodiniaceae	66801
55907	4.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Gymnodiniaceae;g__Akashiwo	143671
52943	15.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Gymnodiniaceae;g__Amphidinium	2960
40629	11.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Gymnodiniaceae;g__Gymnodinium	2955
37724	4.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Gymnodiniaceae;g__Gyrodinium	60594
146880	40.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Kareniaceae;g__Karlodinium	157684
206717	1.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Peridiniales;f__Heterocapsaceae;g__Heterocapsa;s__Heterocapsa_rotundata	89963
158732	3.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Peridiniales;f__Peridiniaceae	66803
85317	1.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Peridiniales;f__Peridiniaceae;g__Peridinium	2867
89078	201.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Syndiniales	88547
233777	3.0	sk__Eukaryota;k__;p__;c__Dinophyceae;o__Syndiniales;f__Amoebophryaceae;g__Amoebophrya	88551
