GeneID	logFC	AveExpr	t	P.Value	adj.P.Val	B
sk_taxa_Archaea	4.33717824542528	4.23156135891728	141.663218936201	0	0	933.26445842676
sk_taxa_Bacteria	19.9734254956558	19.9310754769365	223.651133595395	0	0	1155.56400051946
sk_taxa_Eukaryota	4.21299382903448	4.09043365424244	151.520399445109	0	0	966.680424446619
sk_taxa_Mitochondria	4.35337603693521	4.34236055100785	96.7318989459716	0	0	746.247446384182
sk_taxa_Chloroplast	4.64694199715664	4.7311402079446	77.1464586614218	5.12605051966492e-283	5.12605051966492e-283	638.521309952932
