	MGYA00618776-SRS2834629_2	MGYA00618782-SRS2834415_2	MGYA00618868-SRS2834544_2	MGYA00618869-SRS2834546_2	MGYA00618871-SRS2834597_2	MGYA00618872-SRS2834632_2	MGYA00618876-SRS2834633_2	MGYA00618878-SRS2834439_2	MGYA00618883-SRS2834556_2	MGYA00618887-SRS2834501_2	MGYA00618888-SRS2834621_2	MGYA00618890-SRS2834652_2	MGYA00618893-SRS2834430_2	MGYA00618894-SRS2834432_2	MGYA00618896-SRS2834446_2	MGYA00618898-SRS2834429_2	MGYA00618899-SRS2834437_2	MGYA00618901-SRS2834463_2	MGYA00618903-SRS2834479_2	MGYA00618909-SRS2834488_2	MGYA00618910-SRS2834489_2	MGYA00618913-SRS2834535_2	MGYA00618927-SRS2834521_2	MGYA00618937-SRS2834319_2	MGYA00618961-SRS2834256_2	MGYA00618986-SRS2834282_2	MGYA00618989-SRS2777649_2	MGYA00619002-SRS2777196_2	MGYA00619006-SRS2777227_2	MGYA00619452-SRS2777199_2	MGYA00619468-SRS2777324_2	MGYA00619504-SRS2777343_2	MGYA00619598-SRS2777229_2	MGYA00619600-SRS2777228_2	MGYA00619622-SRS2777148_2	MGYA00619626-SRS2777325_2	MGYA00619678-SRS2777224_2	MGYA00619690-SRS2777417_2	MGYA00619698-SRS2777313_2	MGYA00619702-SRS2777401_2	MGYA00619704-SRS2777268_2	MGYA00619721-SRS2777264_2	MGYA00619826-SRS2777580_2	MGYA00619850-SRS3195467_2	MGYA00619859-SRS3195413_2	MGYA00619864-SRS3194897_2	MGYA00619876-SRS3195458_2	MGYA00619877-SRS3195461_2	MGYA00619884-SRS3195395_2	MGYA00619893-SRS3194770_2	MGYA00619895-SRS3195440_2	MGYA00619900-SRS3194759_2	MGYA00619902-SRS3195417_2	MGYA00619921-SRS3194767_2	MGYA00619969-SRS3194772_2	MGYA00619982-SRS3194981_2	MGYA00620017-SRS3194878_2	MGYA00620018-SRS3194874_2	MGYA00620023-SRS3194876_2	MGYA00620025-SRS3194895_2	MGYA00620055-SRS3195466_2	MGYA00620070-SRS3195398_2	MGYA00620075-SRS3195397_2	MGYA00620076-SRS3195393_2	MGYA00620085-SRS3194836_2	MGYA00620108-SRS3194825_2	MGYA00620116-SRS3195429_2	MGYA00620133-SRS3195442_2	MGYA00620137-SRS3195450_2	MGYA00620143-SRS3195451_2	MGYA00620164-SRS3195464_2	MGYA00620171-SRS3195465_2	MGYA00620179-SRS3195469_2	MGYA00620181-SRS3195472_2	MGYA00620206-SRS3195441_2	MGYA00620211-SRS3194824_2	MGYA00620217-SRS3195434_2	MGYA00620221-SRS3195436_2	MGYA00620226-SRS3195410_2	MGYA00620229-SRS3195409_2	MGYA00620255-SRS2834076_2	MGYA00620275-SRS2777151_2	MGYA00620288-SRS2834303_2	MGYA00620299-SRS2834173_2	MGYA00620336-SRS2777352_2	MGYA00620358-SRS2777336_2	MGYA00620359-SRS2777189_2	MGYA00620380-SRS2777292_2	MGYA00620382-SRS2777289_2	MGYA00620383-SRS2777290_2	MGYA00620462-SRS2834389_2	MGYA00620464-SRS2834396_2	MGYA00620470-SRS2777570_2	MGYA00620575-SRS2777113_2	MGYA00620611-SRS2777477_2	MGYA00620614-SRS2777149_2	MGYA00620639-SRS3195077_2	MGYA00620641-SRS3195078_2	MGYA00620658-SRS3194530_2	MGYA00620672-SRS3194499_2	MGYA00620707-SRS3194647_2	MGYA00620709-SRS3195027_2	MGYA00620714-SRS3195028_2	MGYA00620715-SRS3195030_2	MGYA00620728-SRS3195026_2	MGYA00620729-SRS3195059_2	MGYA00620730-SRS3194611_2	MGYA00620740-SRS3194615_2	MGYA00620741-SRS3194616_2	MGYA00620748-SRS3195080_2	MGYA00620749-SRS3195079_2	MGYA00620754-SRS3194525_2	MGYA00620769-SRS3194637_2	MGYA00620773-SRS3195057_2	MGYA00620774-SRS3195056_2	MGYA00620786-SRS3194421_2	MGYA00620791-SRS3194626_2	MGYA00620792-SRS3194625_2	MGYA00620795-SRS3194628_2	MGYA00620802-SRS3194604_2	MGYA00620803-SRS3194607_2	MGYA00620817-SRS3194534_2	MGYA00620818-SRS3194583_2	MGYA00620822-SRS3194584_2	MGYA00620823-SRS3194585_2	MGYA00620833-SRS3194508_2	MGYA00620835-SRS3195058_2	MGYA00620855-SRS3194475_2	MGYA00620869-SRS3195055_2	MGYA00620872-SRS3195062_2	MGYA00620873-SRS3195063_2	MGYA00620874-SRS3195065_2	MGYA00620875-SRS3195064_2	MGYA00620884-SRS3194456_2	MGYA00620889-SRS3194503_2	MGYA00620905-SRS3194695_2	MGYA00620909-SRS3194502_2	MGYA00620914-SRS3194629_2	MGYA00620916-SRS3194633_2	MGYA00620934-SRS3194587_2	MGYA00620945-SRS3194655_2	MGYA00620949-SRS3194596_2	MGYA00620951-SRS3194598_2	MGYA00620959-SRS3194657_2	MGYA00620984-SRS3194667_2	MGYA00620986-SRS3194446_2	MGYA00620997-SRS3194523_2	MGYA00621001-SRS3195060_2	MGYA00621022-SRS2834156_2	MGYA00621042-SRS2834193_2	MGYA00621076-SRS2834336_2	MGYA00621090-SRS2834374_2	MGYA00621138-SRS2834296_2	MGYA00621175-SRS2834297_2	MGYA00621189-SRS2834236_2	MGYA00621220-SRS2834087_2	MGYA00621309-SRS2834098_2	MGYA00621312-SRS2834099_2	MGYA00621359-SRS2777536_2	MGYA00621372-SRS2777145_2	MGYA00621445-SRS2777816_2	MGYA00621470-SRS3194786_2	MGYA00621474-SRS3194881_2	MGYA00621476-SRS3194879_2	MGYA00621480-SRS3194791_2	MGYA00621483-SRS3194790_2	MGYA00621484-SRS3194931_2	MGYA00621506-SRS3194993_2	MGYA00621531-SRS3194961_2	MGYA00621545-SRS3194861_2	MGYA00621565-SRS3194746_2	MGYA00621566-SRS3194788_2	MGYA00621574-SRS3194927_2	MGYA00621575-SRS3194932_2	MGYA00621597-SRS3194787_2	MGYA00621599-SRS3194769_2	MGYA00621604-SRS3194829_2	MGYA00621689-SRS3194886_2	MGYA00621720-SRS3195069_2	MGYA00621722-SRS3195066_2	MGYA00621730-SRS3195106_2	MGYA00621742-SRS3195090_2	MGYA00621749-SRS3195053_2	MGYA00621751-SRS3195088_2	MGYA00621752-SRS3195061_2	MGYA00621753-SRS3195025_2	MGYA00621762-SRS3195131_2	MGYA00621763-SRS3195044_2	MGYA00621764-SRS3195033_2	MGYA00621765-SRS3195034_2	MGYA00621766-SRS3195100_2	MGYA00621775-SRS3195041_2	MGYA00621787-SRS3195051_2	MGYA00621788-SRS3195281_2	MGYA00621789-SRS3195323_2	MGYA00621791-SRS3195324_2	MGYA00621796-SRS3194118_2	MGYA00621804-SRS3194219_2	MGYA00621810-SRS3195207_2	MGYA00621812-SRS3195264_2	MGYA00621813-SRS3195261_2	MGYA00621814-SRS3195262_2	MGYA00621816-SRS3195263_2	MGYA00621818-SRS3195315_2	MGYA00621819-SRS3195316_2	MGYA00621821-SRS3195342_2	MGYA00621822-SRS3195317_2	MGYA00621852-SRS3195196_2	MGYA00621853-SRS3195276_2	MGYA00621855-SRS3195219_2	MGYA00621859-SRS3195243_2	MGYA00621860-SRS3195184_2	MGYA00621861-SRS3195183_2	MGYA00621863-SRS3195245_2	MGYA00621865-SRS3194168_2	MGYA00621869-SRS3195260_2	MGYA00621872-SRS3195197_2	MGYA00621876-SRS3195284_2	MGYA00621878-SRS3195235_2	MGYA00621879-SRS3195231_2	MGYA00621881-SRS3195232_2	MGYA00621883-SRS3195201_2	MGYA00621885-SRS3195202_2	MGYA00621888-SRS3195332_2	MGYA00621890-SRS3195200_2	MGYA00621892-SRS3195221_2	MGYA00621893-SRS3195222_2	MGYA00621903-SRS3194222_2	MGYA00621911-SRS3195252_2	MGYA00621915-SRS3195322_2	MGYA00621916-SRS3195325_2	MGYA00621917-SRS3195288_2	MGYA00621918-SRS3195287_2	MGYA00621926-SRS3194223_2	MGYA00621938-SRS3194220_2	MGYA00621945-SRS3195277_2	MGYA00621948-SRS3195321_2	MGYA00621950-SRS3195280_2	MGYA00621952-SRS3195279_2	MGYA00621954-SRS3194231_2	MGYA00621956-SRS3194165_2	MGYA00621957-SRS3195303_2	MGYA00621959-SRS3195246_2	MGYA00621961-SRS3195266_2	MGYA00621963-SRS3195302_2	MGYA00621972-SRS3195195_2	MGYA00621973-SRS3195275_2	MGYA00621974-SRS3195274_2	MGYA00621975-SRS3195220_2	MGYA00621992-SRS3195227_2	MGYA00621993-SRS3195298_2	MGYA00621995-SRS3195296_2	MGYA00621996-SRS3195253_2	MGYA00621998-SRS3195297_2	MGYA00622000-SRS3195223_2	MGYA00622002-SRS3195225_2	MGYA00622003-SRS3194190_2	MGYA00622009-SRS3195192_2	MGYA00622018-SRS3195331_2	MGYA00622021-SRS3195237_2	MGYA00622025-SRS3195193_2	MGYA00622029-SRS3195194_2	MGYA00622031-SRS3194162_2	MGYA00622047-SRS3195267_2	MGYA00622048-SRS3195341_2	MGYA00622049-SRS3195285_2	MGYA00622051-SRS3195286_2	MGYA00622052-SRS3195255_2	MGYA00622053-SRS3195256_2	MGYA00622060-SRS3194172_2	MGYA00622063-SRS3194174_2	MGYA00622065-SRS3195319_2	MGYA00622069-SRS3195337_2	MGYA00622071-SRS3195191_2	MGYA00622073-SRS3195190_2	MGYA00622080-SRS3194150_2	MGYA00622087-SRS3195218_2	MGYA00622089-SRS3195216_2	MGYA00622101-SRS3194142_2	MGYA00622116-SRS2834286_2	MGYA00622119-SRS3195251_2	MGYA00622120-SRS3195299_2	MGYA00622122-SRS3195300_2	MGYA00622123-SRS3195301_2	MGYA00622127-SRS3195259_2	MGYA00622129-SRS3195282_2	MGYA00622130-SRS3195283_2	MGYA00622146-SRS3195425_2	MGYA00622149-SRS3194322_2	MGYA00622154-SRS3194379_2	MGYA00622155-SRS3194377_2	MGYA00622167-SRS3194373_2	MGYA00622175-SRS3194374_2	MGYA00622188-SRS3194382_2	MGYA00622203-SRS3194356_2	MGYA00622205-SRS3194394_2	MGYA00622219-SRS3194358_2	MGYA00622222-SRS3194359_2	MGYA00622231-SRS3194267_2	MGYA00622243-SRS3194252_2	MGYA00622244-SRS3194253_2	MGYA00622252-SRS3194295_2	MGYA00622279-SRS3194283_2	MGYA00622304-SRS3194357_2	MGYA00622305-SRS3194354_2	MGYA00622312-SRS3195406_2	MGYA00622334-SRS3194360_2	MGYA00622347-SRS3194299_2	MGYA00622348-SRS3194361_2	MGYA00622375-SRS3194365_2	MGYA00622388-SRS3195400_2	MGYA00622392-SRS3195402_2	MGYA00622393-SRS3195399_2	MGYA00622416-SRS3195443_2	MGYA00622491-SRS3195305_2	MGYA00622496-SRS3195271_2	MGYA00622505-SRS3195248_2	MGYA00622518-SRS3195211_2	MGYA00622520-SRS3195338_2	MGYA00622522-SRS3195339_2	MGYA00622540-SRS2834071_2	MGYA00622548-SRS3195306_2	MGYA00622558-SRS3195205_2	MGYA00622561-SRS3195326_2	MGYA00622563-SRS3195240_2	MGYA00622566-SRS3195188_2	MGYA00622570-SRS3195187_2	MGYA00622579-SRS3195304_2	MGYA00622585-SRS2834095_2	MGYA00622588-SRS3195292_2	MGYA00622593-SRS3195327_2	MGYA00622597-SRS2834842_2	MGYA00622605-SRS3195295_2	MGYA00622658-SRS3195289_2	MGYA00622660-SRS3195239_2	MGYA00622662-SRS3195247_2	MGYA00622663-SRS3195204_2	MGYA00622667-SRS3195206_2	MGYA00622669-SRS3195344_2	MGYA00622671-SRS3195241_2	MGYA00622681-SRS3195212_2	MGYA00622683-SRS3195294_2	MGYA00622690-SRS3195329_2	MGYA00622692-SRS3195345_2	MGYA00622720-SRS3195340_2	MGYA00622753-SRS3195249_2	MGYA00622754-SRS3195250_2	MGYA00622770-SRS2834226_2	MGYA00622788-SRS3195291_2	MGYA00622792-SRS3195213_2	MGYA00622793-SRS3195214_2	MGYA00622799-SRS3195215_2	MGYA00622807-SRS3195311_2	MGYA00622808-SRS3195268_2	MGYA00622809-SRS3195269_2	MGYA00622811-SRS3195270_2	MGYA00622812-SRS3195209_2	MGYA00622813-SRS3195328_2	MGYA00622823-SRS3195233_2	MGYA00622827-SRS3195293_2	MGYA00622836-SRS3195310_2	MGYA00622837-SRS3195312_2	MGYA00622859-SRS3195307_2	MGYA00622861-SRS3195308_2	MGYA00622879-SRS2834450_2	MGYA00622880-SRS2834451_2	MGYA00622882-SRS2834529_2	MGYA00622898-SRS2834613_2	MGYA00622911-SRS2834515_2	MGYA00622919-SRS2834500_2	MGYA00622920-SRS2834511_2	MGYA00622921-SRS2834513_2	MGYA00622939-SRS2834445_2	MGYA00622941-SRS2834631_2	MGYA00622951-SRS2834656_2	MGYA00622952-SRS2834575_2	MGYA00622953-SRS2834574_2	MGYA00622965-SRS2834509_2	MGYA00622966-SRS2834510_2	MGYA00622984-SRS2834619_2	MGYA00622985-SRS2834549_2	MGYA00622986-SRS2834651_2	MGYA00622991-SRS2834470_2	MGYA00623003-SRS2834591_2	MGYA00623004-SRS2834592_2	MGYA00623012-SRS2834612_2	MGYA00623053-SRS2834611_2	MGYA00623054-SRS2834608_2	MGYA00623055-SRS2834539_2	MGYA00623056-SRS2834538_2	MGYA00623064-SRS2834427_2	MGYA00623065-SRS2834428_2	MGYA00623079-SRS2834570_2	MGYA00623080-SRS2834572_2	MGYA00623086-SRS2834508_2	MGYA00623097-SRS2834571_2	MGYA00623099-SRS2834617_2	MGYA00623104-SRS2834472_2	MGYA00623107-SRS2834654_2	MGYA00623108-SRS2834655_2	MGYA00623112-SRS2834551_2	MGYA00623142-SRS2834409_2	MGYA00623143-SRS2834630_2	MGYA00623145-SRS2834443_2	MGYA00623166-SRS2834622_2	MGYA00623168-SRS2834490_2	MGYA00623169-SRS2834512_2	MGYA00623172-SRS2834431_2	MGYA00623560-SRS3194193_2	MGYA00623574-SRS3194278_2	MGYA00623576-SRS3194296_2	MGYA00623581-SRS3194084_2	MGYA00623594-SRS3194218_2	MGYA00623640-SRS3194200_2	MGYA00623642-SRS3194156_2	MGYA00623647-SRS3194324_2	MGYA00623657-SRS3194228_2	MGYA00623678-SRS3194225_2	MGYA00623681-SRS3194227_2	MGYA00623692-SRS3194364_2	MGYA00623742-SRS3194155_2	MGYA00623760-SRS3194145_2	MGYA00623761-SRS3194098_2	MGYA00623764-SRS3194099_2	MGYA00623780-SRS3194179_2	MGYA00623797-SRS3194325_2	MGYA00623854-SRS3194199_2	MGYA00623874-SRS3194177_2	MGYA00624490-SRS2834224_2	MGYA00625019-SRS3194313_2	MGYA00625180-SRS3195474_2	MGYA00625370-SRS3195203_2	MGYA00625424-SRS3195242_2	MGYA00625460-SRS3195230_2	MGYA00625603-SRS3195290_2	MGYA00625637-SRS3195343_2	MGYA00625667-SRS3195199_2	MGYA00625710-SRS3195330_2	MGYA00625830-SRS3195320_2	MGYA00625844-SRS2834250_2	MGYA00625885-SRS3195278_2	MGYA00625890-SRS2834287_2	MGYA00626136-SRS3194722_2	MGYA00626150-SRS3194577_2	MGYA00626372-SRS3194623_2	MGYA00626476-SRS3194592_2	MGYA00626613-SRS3194789_2	MGYA00626714-SRS2777391_2	MGYA00626716-SRS2777320_2	MGYA00626717-SRS2777392_2	MGYA00626749-SRS2777738_2	MGYA00626926-SRS2777319_2	MGYA00626955-SRS3194731_2	MGYA00627073-SRS3194972_2	MGYA00627076-SRS3194975_2	MGYA00627079-SRS3194974_2	MGYA00627288-SRS3194926_2	MGYA00627329-SRS3194957_2	MGYA00627330-SRS3194954_2	MGYA00627363-SRS3195424_2	MGYA00627395-SRS3195086_2	MGYA00627447-SRS3194586_2	MGYA00627479-SRS3195032_2	MGYA00627485-SRS3195076_2	MGYA00627541-SRS3195068_2	MGYA00627542-SRS3195071_2	MGYA00627578-SRS3194600_2	MGYA00627598-SRS3195035_2	MGYA00627650-SRS3194632_2	MGYA00627688-SRS3195043_2	MGYA00627716-SRS2834411_2	MGYA00627767-SRS2834607_2	MGYA00627768-SRS2834537_2	MGYA00627770-SRS2834610_2	MGYA00627796-SRS2834456_2	MGYA00627798-SRS2834547_2	MGYA00627801-SRS2834448_2	MGYA00627806-SRS2418825_2	MGYA00627812-SRS2834593_2	MGYA00627856-SRS2834419_2	MGYA00627884-SRS2834524_2	MGYA00627885-SRS2834441_2	MGYA00627915-SRS2834462_2	MGYA00627917-SRS2834464_2	MGYA00627935-SRS2834473_2	MGYA00627989-SRS2834577_2	MGYA00628024-SRS2834444_2	MGYA00628025-SRS2834635_2	MGYA00628029-SRS2834634_2	MGYA00631608-SRS2834548_2	MGYA00631678-SRS2834587_2	MGYA00631773-SRS2834638_2	MGYA00631868-SRS2834440_2	MGYA00631890-SRS2834452_2	MGYA00631892-SRS2834453_2	MGYA00631931-SRS2834474_2	MGYA00631933-SRS2834475_2	MGYA00631974-SRS2834507_2	MGYA00688534-SRS3194597_2	MGYA00688535-SRS3194640_2
sk__Archaea	0.123264	0.000010	0.118577	0.000004	0.123844	0.000000	0.124224	0.000000	0.123896	0.000025	0.000005	0.000000	0.000000	0.000008	0.000006	0.000008	0.124452	0.000000	0.000010	0.000000	0.000000	0.124273	0.123971	0.124222	0.000002	0.000002	0.000000	0.000000	0.000000	0.000085	0.000006	0.124354	0.124653	0.124317	0.124375	0.124359	0.000047	0.000396	0.000011	0.000018	0.000068	0.124337	0.124357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124245	0.000038	0.000000	0.124114	0.125154	0.125071	0.123952	0.000004	0.124656	0.125833	0.129936	0.123878	0.123983	0.124368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000080	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000024	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.000000	0.000000	0.000000	0.000000	0.000000	0.124641	0.000000	0.124572	0.000000	0.124357	0.000003	0.124039	0.000000	0.000002	0.000000	0.124338	0.000011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124346	0.124386	0.000000	0.000000	0.124340	0.000000	0.000000	0.000000	0.000000	0.124355	0.124365	0.000000	0.124385	0.124346	0.000000	0.124336	0.000000	0.124354	0.124421	0.000000	0.000000	0.123929	0.124331	0.000000	0.124351	0.000000	0.000000	0.124435	0.000000	0.124730	0.124541	0.000000	0.124920	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124356	0.000000	0.124529	0.124357	0.124733	0.124699	0.000000	0.124458	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124335	0.124336	0.000000	0.124341	0.000000	0.000000	0.124228	0.124332	0.000000	0.000000	0.124300	0.000000	0.000000	0.000000	0.000000	0.124637	0.000000	0.124338	0.124335	0.000000	0.124344	0.000000	0.000005	0.000000	0.000000	0.124694	0.000000	0.124389	0.124136	0.124350	0.123363	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124255	0.000000	0.126189	0.000000	0.000000	0.124346	0.000033	0.000000	0.000003	0.124352	0.000000	0.000000	0.124352	0.124414	0.000000	0.124236	0.000000	0.000000	0.000000	0.000000	0.000000	0.124376	0.000000	0.137797	0.000000	0.000000	0.000000	0.000000	0.124532	0.000000	0.124994	0.000000	0.000000	0.124481	0.124273	0.125322	0.000000	0.000000	0.126401	0.124443	0.124348	0.000000	0.122812	0.000000	0.124340	0.124411	0.000000	0.124345	0.124214	0.000000	0.124050	0.124306	0.000000	0.000000	0.124352	0.124346	0.124388	0.000000	0.124349	0.127281	0.000000	0.124080	0.124338	0.124385	0.000000	0.124449	0.000000	0.000000	0.124319	0.124475	0.125089	0.124334	0.124420	0.000000	0.000000	0.124354	0.124574	0.124415	0.123819	0.123641	0.122912	0.124216	0.118743	0.123918	0.124290	0.124174	0.122314	0.123738	0.124092	0.124144	0.123522	0.123575	0.124102	0.123762	0.124328	0.122871	0.124077	0.109218	0.115389	0.122701	0.120883	0.124269	0.118596	0.123723	0.124044	0.124310	0.124258	0.096095	0.124331	0.123660	0.124209	0.124345	0.124366	0.124172	0.114000	0.123534	0.119519	0.123303	0.123683	0.122754	0.124258	0.124090	0.124317	0.000000	0.000000	0.124165	0.000000	0.000002	0.000005	0.000001	0.124403	0.000000	0.000000	0.000000	0.124383	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124353	0.000057	0.000000	0.000000	0.124748	0.124476	0.124295	0.000000	0.124148	0.124351	0.124358	0.124443	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000013	0.000004	0.000004	0.000004	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000002	0.000026	0.000000	0.000000	0.000007	0.000000	0.000004	0.000000	0.000000	0.000000	0.000004	0.000000	0.000000	0.000000	0.000000	0.000007	0.000023	0.000001	0.124253	0.000007	0.000000	0.124331	0.124153	0.121780	0.000000	0.000000	0.000000	0.001110	0.000401
sk__Bacteria	0.001123	0.140830	0.005863	0.131183	0.000516	0.138911	0.000125	0.136240	0.000490	0.132751	0.136468	0.137964	0.137604	0.139139	0.140464	0.139016	0.000104	0.145887	0.138377	0.125656	0.136804	0.000081	0.000398	0.000065	0.128481	0.129823	0.000000	0.000000	0.000000	0.130068	0.129437	0.000000	0.000001	0.000047	0.000000	0.000000	0.127319	0.125554	0.127132	0.131960	0.128049	0.000016	0.000000	0.129838	0.131409	0.000022	0.144709	0.141787	0.126856	0.131413	0.136981	0.000000	0.138775	0.000018	0.131896	0.000027	0.128798	0.000088	0.127183	0.130755	0.128023	0.133481	0.132187	0.130885	0.127733	0.130210	0.126573	0.127103	0.125838	0.130554	0.114690	0.133066	0.141251	0.131898	0.151277	0.000000	0.155889	0.132644	0.123337	0.131248	0.127362	0.125153	0.000105	0.129238	0.128363	0.000244	0.000000	0.000004	0.000409	0.132680	0.000001	0.000000	0.000008	0.000486	0.000376	0.000000	0.137593	0.130867	0.130503	0.121761	0.125375	0.000007	0.000123	0.129959	0.132665	0.000041	0.000032	0.000157	0.129770	0.129454	0.140740	0.127849	0.000087	0.131382	0.000036	0.133686	0.000058	0.129512	0.129874	0.125540	0.128169	0.136421	0.131699	0.133124	0.000036	0.130876	0.132647	0.135231	0.000083	0.000025	0.128601	0.000007	0.000074	0.132440	0.129019	0.127874	0.132077	0.134907	0.136707	0.131472	0.000000	0.000060	0.001026	0.133049	0.132237	0.134309	0.129479	0.132819	0.000000	0.127377	0.000000	0.000000	0.000000	0.128254	0.000319	0.000000	0.127577	0.126302	0.000000	0.127200	0.128717	0.126283	0.130584	0.130900	0.131779	0.127114	0.123348	0.000007	0.125420	0.116455	0.128640	0.131548	0.128468	0.000000	0.000000	0.131759	0.131887	0.000000	0.137103	0.146532	0.128154	0.157540	0.127767	0.131485	0.136917	0.133417	0.136872	0.129043	0.134711	0.129390	0.136825	0.142780	0.127702	0.000000	0.000004	0.000001	0.000023	0.000047	0.000017	0.000000	0.000024	0.000007	0.130516	0.000008	0.000010	0.000002	0.000007	0.000007	0.000008	0.000014	0.000058	0.000000	0.000000	0.000000	0.129811	0.000431	0.000025	0.000008	0.000010	0.000009	0.000018	0.000013	0.130451	0.000000	0.000090	0.000015	0.000000	0.000002	0.000028	0.000004	0.000031	0.000004	0.000043	0.000004	0.000004	0.000033	0.000001	0.000002	0.000000	0.129207	0.000019	0.000000	0.000000	0.000150	0.000051	0.000000	0.000031	0.000002	0.000018	0.000017	0.000007	0.000012	0.000013	0.000009	0.000126	0.000016	0.130636	0.130973	0.000054	0.000003	0.000000	0.000008	0.000012	0.000000	0.000000	0.000015	0.000018	0.000007	0.000010	0.000024	0.140376	0.000167	0.000000	0.000075	0.129621	0.000000	0.000071	0.000005	0.001005	0.135040	0.000089	0.000013	0.000017	0.000004	0.000008	0.000000	0.000100	0.163796	0.000000	0.000018	0.128658	0.000011	0.128129	0.141654	0.131814	0.000001	0.133186	0.129062	0.000002	0.000048	0.000040	0.000119	0.135831	0.000060	0.000012	0.125530	0.129395	0.000037	0.137620	0.000003	0.186706	0.150601	0.135929	0.130571	0.000000	0.000004	0.000002	0.000004	0.000000	0.000000	0.000173	0.000000	0.000000	0.000007	0.000000	0.000002	0.000001	0.000007	0.000669	0.000002	0.000012	0.000388	0.000000	0.000014	0.000141	0.000008	0.000308	0.000047	0.000000	0.000000	0.000004	0.000012	0.000004	0.000007	0.000005	0.000013	0.000000	0.000257	0.000014	0.000000	0.000009	0.000000	0.000007	0.000015	0.000037	0.000000	0.000019	0.000019	0.000000	0.000000	0.000004	0.000002	0.000002	0.000000	0.000542	0.000690	0.001409	0.000180	0.005704	0.000442	0.000064	0.000182	0.002071	0.000624	0.000269	0.000197	0.000832	0.000790	0.000270	0.000614	0.000285	0.001495	0.000305	0.015353	0.009129	0.001670	0.003531	0.000089	0.005843	0.000635	0.000314	0.000044	0.000303	0.028684	0.000022	0.000770	0.000534	0.000014	0.000068	0.000194	0.010529	0.000119	0.004906	0.000134	0.000197	0.001623	0.000058	0.000342	0.000080	0.127878	0.000003	0.000335	0.000000	0.132880	0.129887	0.127749	0.000000	0.131268	0.130281	0.000001	0.000001	0.134824	0.000020	0.134573	0.000051	0.128973	0.000007	0.000000	0.128639	0.134447	0.136377	0.000004	0.000000	0.000062	0.130611	0.000208	0.000002	0.000000	0.000018	0.138496	0.000054	0.136626	0.126903	0.000036	0.138441	0.134427	0.131698	0.128020	0.127647	0.126756	0.130142	0.134556	0.127980	0.158736	0.124702	0.137780	0.000331	0.124461	0.126302	0.131154	0.134296	0.000067	0.132646	0.129256	0.135417	0.134471	0.000271	0.136006	0.000008	0.136161	0.134971	0.132082	0.131196	0.130977	0.132397	0.134451	0.141362	0.140761	0.130879	0.155553	0.142217	0.141644	0.136129	0.145882	0.137421	0.130833	0.147339	0.141164	0.140420	0.000101	0.136298	0.136792	0.000044	0.000168	0.002593	0.139451	0.139664	0.126278	0.029839	0.007893
