superkingdom	kingdom	phylum	ERR5378024_MERGED_FASTQ	ERR5378045_MERGED_FASTQ	ERR5378042_MERGED_FASTQ	ERR5378038_MERGED_FASTQ	ERR5378034_MERGED_FASTQ	ERR5378025_MERGED_FASTQ	ERR5378052_MERGED_FASTQ	ERR5378050_MERGED_FASTQ	ERR5378049_MERGED_FASTQ	ERR5378046_MERGED_FASTQ	ERR5378044_MERGED_FASTQ	ERR5378041_MERGED_FASTQ	ERR5378040_MERGED_FASTQ	ERR5378039_MERGED_FASTQ	ERR5378037_MERGED_FASTQ	ERR5378036_MERGED_FASTQ	ERR5378033_MERGED_FASTQ	ERR5378028_MERGED_FASTQ	ERR5378023_MERGED_FASTQ	ERR5378022_MERGED_FASTQ	ERR5378053_MERGED_FASTQ	ERR5378051_MERGED_FASTQ	ERR5378048_MERGED_FASTQ	ERR5378047_MERGED_FASTQ	ERR5378043_MERGED_FASTQ	ERR5378035_MERGED_FASTQ	ERR5378032_MERGED_FASTQ	ERR5378031_MERGED_FASTQ	ERR5378030_MERGED_FASTQ	ERR5378029_MERGED_FASTQ	ERR5378027_MERGED_FASTQ	ERR5378026_MERGED_FASTQ	ERR5378021_MERGED_FASTQ	ERR5378020_MERGED_FASTQ	ERZ2610364_FASTA	ERZ2610361_FASTA	ERZ2610360_FASTA	ERZ2610341_FASTA	ERZ2610340_FASTA	ERZ2610338_FASTA	ERZ2610336_FASTA	ERZ2610353_FASTA	ERZ2610365_FASTA	ERZ2610357_FASTA	ERZ2610356_FASTA	ERZ2610352_FASTA	ERZ2610349_FASTA	ERZ2610348_FASTA	ERZ2610345_FASTA	ERZ2610344_FASTA	ERZ2610367_FASTA	ERZ2610366_FASTA	ERZ2610363_FASTA	ERZ2610362_FASTA	ERZ2610358_FASTA	ERZ2610339_FASTA	ERZ2610359_FASTA	ERZ2610355_FASTA	ERZ2610354_FASTA	ERZ2610350_FASTA	ERZ2610347_FASTA	ERZ2610346_FASTA	ERZ2610343_FASTA	ERZ2610342_FASTA
Bacteria	Unassigned	Candidatus_Buchananbacteria	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Campbellbacteria	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Chisholmbacteria	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Cloacimonetes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Collierbacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Colwellbacteria	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Curtissbacteria	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Dadabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Daviesbacteria	107	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Doudnabacteria	68	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	26	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Falkowbacteria	26	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Fervidibacteria	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Giovannonibacteria	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Gottesmanbacteria	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Gracilibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Harrisonbacteria	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Hydrogenedentes	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Jacksonbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Jorgensenbacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Kaiserbacteria	355	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	331	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Kerfeldbacteria	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Komeilibacteria	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Kryptonia	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Kuenenbacteria	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Latescibacteria	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Levybacteria	454	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	901	0	0	0	0	2	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Liptonbacteria	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Lloydbacteria	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Magasanikbacteria	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Margulisbacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Marinimicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Melainabacteria	1737	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4803	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Microgenomates	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Moranbacteria	107	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Nomurabacteria	246	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	189	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Omnitrophica	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Pacebacteria	136	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Parcubacteria	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Peregrinibacteria	64	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Portnoybacteria	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Raymondbacteria	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Roizmanbacteria	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Rokubacteria	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Ryanbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Saccharibacteria	179	0	2	1	0	2	1	0	6	1	0	0	0	2	1	0	0	1	525	0	0	0	0	1	4	0	1	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Shapirobacteria	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Spechtbacteria	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Staskawiczbacteria	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Tectomicrobia	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Terrybacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Uhrbacteria	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Vogelbacteria	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Woesebacteria	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Wolfebacteria	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Woykebacteria	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Yanofskybacteria	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Yonathbacteria	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Candidatus_Zambryskibacteria	46	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	61	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Chlamydiae	6805	0	5	3	0	0	0	0	4	6	1	1	1	13	0	0	2	2	9076	0	0	2	1	2	2	0	0	0	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Chlorobi	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Chloroflexi	254945	320	119	121	29	16	14	26	62	107	170	59	25	169	24	11	31	51	183588	3	7	40	50	201	103	8	33	41	24	1	130	18	54	41	3	2	5	0	4	1	0	1	1	1	2	1	1	0	1	4	0	0	0	1	1	0	1	2	0	1	9	0	4	0
Bacteria	Unassigned	Chrysiogenetes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Coprothermobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Cyanobacteria	128469	35	18	15	0	14	0	2	34	5	16	21	3	2	5	0	1	5	142008	6	1	6	0	29	36	0	2	4	0	0	1	1	3	5	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0
Bacteria	Unassigned	Deferribacteres	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Deinococcus-Thermus	241	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	166	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Dictyoglomi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Elusimicrobia	2361	3	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0	0	2091	0	0	0	0	1	2	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Fibrobacteres	265	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Firmicutes	44409	59	63	24	5	0	6	5	99	11	30	27	10	35	13	6	4	10	35599	5	0	4	3	11	13	3	8	13	1	0	35	5	5	5	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	2	0
Bacteria	Unassigned	Fusobacteria	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Gemmatimonadetes	12186	6	1	0	1	2	0	1	6	16	7	0	0	11	0	1	2	2	7397	0	0	2	5	7	6	1	1	3	1	0	8	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Ignavibacteriae	2114	0	0	0	0	0	0	1	3	1	2	0	0	0	0	0	0	0	1615	0	0	0	0	3	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Kiritimatiellaeota	81	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Lentisphaerae	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Nitrospinae	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Nitrospirae	2389	5	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	1501	0	0	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Planctomycetes	358745	57	50	35	15	15	2	5	26	43	57	34	16	62	10	3	9	18	263331	1	3	7	19	68	59	4	7	18	12	1	59	3	39	24	0	0	2	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	2	1	0	0	0	2	1	0	2	0	0	0
Bacteria	Unassigned	Proteobacteria	905021	178	231	160	17	51	17	23	310	130	164	160	31	177	26	26	14	49	787949	13	3	33	54	241	182	4	24	36	17	5	151	28	130	134	3	0	2	0	4	1	0	0	1	0	5	0	0	0	3	3	2	0	1	5	1	0	0	1	0	1	3	1	6	0
Bacteria	Unassigned	Spirochaetes	479	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Synergistetes	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Tenericutes	160	1	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Thermodesulfobacteria	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Thermotogae	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
