# Constructed from biom file
# OTU ID	SRR5724733	taxonomy
103181	103433.0	sk__Bacteria
3340	7.0	sk__Bacteria;k__;p__;c__;o__;f__;g__;s__bacterium_5as
65708	1.0	sk__Bacteria;k__;p__;c__;o__;f__;g__;s__bacterium_BY-1124
146282	1.0	sk__Bacteria;k__;p__;c__;o__;f__;g__;s__bacterium_QHA13
107012	2.0	sk__Bacteria;k__;p__;c__;o__;f__;g__;s__bacterium_Te34A
154836	18.0	sk__Bacteria;k__;p__;c__;o__;f__;g__;s__bacterium_Te47R
153282	1.0	sk__Bacteria;k__;p__;c__;o__;f__;g__;s__bacterium_symbiont_of_Bactrocera_correcta
236420	2.0	sk__Bacteria;k__;p__;c__;o__;f__;g__;s__candidate_division_WOR_1_bacterium_DG_54_3
109225	4.0	sk__Bacteria;k__;p__;c__;o__Haloplasmatales;f__Haloplasmataceae;g__Haloplasma
83222	32.0	sk__Bacteria;k__;p__Acidobacteria
157408	2.0	sk__Bacteria;k__;p__Acidobacteria;c__Acidobacteriia
120758	1.0	sk__Bacteria;k__;p__Acidobacteria;c__Holophagae
57104	41.0	sk__Bacteria;k__;p__Actinobacteria
127050	42.0	sk__Bacteria;k__;p__Actinobacteria;c__Acidimicrobiia
219738	139.0	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria
61821	1.0	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Acidothermales;f__Acidothermaceae;g__Acidothermus
261104	390.0	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales
47921	995.0	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae
245787	2.0	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum_sp._oral_taxon_183
5336	61592.0	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces
81405	3.0	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_gerencseriae
251092	435.0	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_israelii
170959	5684.0	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_oris
